link,title,description,category,pub_date,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
https://vnexpress.net/thanh-thao-don-tuoi-moi-o-my-3154708.html,Thanh Thảo đón tuổi mới ở Mỹ,"Nữ ca sĩ, sinh ra đúng vào ngày Quốc tế Phụ nữ 8/3, chào đón tuổi 38 bên kiều bào Việt Nam tại Mỹ trước khi kết thúc tour diễn để quay về quê hương.",Giải trí,"Chủ nhật, 8/3/2015, 10:45 (GMT+7)",ca sĩ,búp bê,sinh nhật,,,,,,,,,,,,,
https://vnexpress.net/trung-khanh-thi-lai-hoa-hau-vi-nguoi-doat-giai-qua-xau-1920380.html,Trùng Khánh thi lại Hoa hậu vì người đoạt giải 'quá xấu',"Trước phản ứng của dư luận về nhan sắc tầm thường của 3 người đẹp vừa đăng quang, Ban tổ chức Hoa hậu Quốc tế Trùng Khánh phải mở một cuộc thi khác, chọn thêm người đẹp cho hài lòng công chúng.
",Giải trí,"Thứ ba, 31/7/2012, 09:28 (GMT+7)",hoa hậu xấu,hoa hậu trùng khánh,,,,,,,,,,,,,,
https://vnexpress.net/thanh-thao-khoe-ve-kieu-sa-3150731.html,Thanh Thảo khoe vẻ kiêu sa,Nữ ca sĩ diện đầm dạ hội kết đá của nhà thiết kế Hoàng Hải và tranh thủ chụp bộ hình khi đi lưu diễn ở hải ngoại.,Giải trí,"Thứ năm, 26/2/2015, 09:23 (GMT+7)",búp bê,ca sĩ,,,,,,,,,,,,,,
https://vnexpress.net/nhung-vu-dieu-nhay-nhot-trong-bst-balenciaga-2215883.html,Những vũ điệu nhảy nhót trong BST Balenciaga,"Lấy cảm hứng từ chuyển động của múa, Balenciaga trình làng dòng sản phẩm xuân hè 2013 với những thiết kế lượn sóng đặc trưng từ trang phục vũ điệu flamenco.
",Giải trí,"Thứ hai, 8/10/2012, 15:48 (GMT+7)",thời trang xuân hè,balenciaga,,,,,,,,,,,,,,
https://vnexpress.net/biet-chet-lien-he-lo-canh-angela-phuong-trinh-tam-2672151.html,‘Biết chết liền’ hé lộ cảnh Angela Phương Trinh tắm,Trong trailer của bộ phim 3D Việt sắp ra mắt hè này xuất hiện nhiều cảnh khoe thân táo bạo của nữ diễn viên 18 tuổi.  ,Giải trí,"Thứ bảy, 27/4/2013, 06:15 (GMT+7)",biết chết liền 3d,cảnh nóng,phim việt,,,,,,,,,,,,,
https://vnexpress.net/minh-quan-le-khanh-tu-nguyen-rut-khoi-cap-doi-hoan-hao-1915566.html,Minh Quân - Lê Khánh tự nguyện rút khỏi Cặp đôi hoàn hảo,"'Đôi vợ chồng' vui tính trên sân khấu xin dừng cuộc chơi khi họ cùng cặp Hà Anh - Hồ Trung Dũng lọt vào tốp nguy hiểm trong đêm nhạc quốc tế, tối 23/10. Minh Quân cũng cúi đầu xin lỗi khán giả về những lời nói làm ảnh hưởng đến chương trình.",Giải trí,"Thứ hai, 24/10/2011, 09:04 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/bon-nang-tho-noi-tieng-trong-am-nhac-cua-trinh-cong-son-3550865.html,Bốn 'nàng thơ' nổi tiếng trong âm nhạc của Trịnh Công Sơn,"Khánh Ly, Hồng Nhung, Dao Ánh hay Michiko Yoshii nằm trong số phụ nữ gắn liền với cuộc đời, tình khúc của cố nhạc sĩ tài hoa.",Giải trí,"Thứ tư, 8/3/2017, 09:29 (GMT+7)",trịnh công sơn,khánh ly,hồng nhung,dao ánh,nhạc sĩ trịnh công sơn,,,,,,,,,,,
https://vnexpress.net/son-ngoc-minh-hat-ma-mi-trong-nhac-phim-biet-chet-lien-2819853.html,Sơn Ngọc Minh hát ma mị trong nhạc phim 'Biết chết liền',"Ngoài vai nam chính, thành viên nhóm V.Music còn thể hiện ca khúc chủ đề của phim.",Giải trí,"Thứ hai, 10/6/2013, 14:41 (GMT+7)",sơn ngọc minh,phim điện ảnh,biết chết liền,,,,,,,,,,,,,
https://vnexpress.net/quang-dung-toi-la-nguoi-yeu-duoi-truoc-du-luan-2930472.html,Quang Dũng: ‘Tôi là người yếu đuối trước dư luận',"Sự bình thản luôn toát ra ở vẻ ngoài của nam ca sĩ không giấu được một tâm hồn đa cảm. Quang Dũng cho biết, khi gặp scandal anh khó chống trả lại sức ép dư luận.",Giải trí,"Thứ ba, 31/12/2013, 08:10 (GMT+7)",quang dũng,jennifer phạm,bảo nam,một thời để yêu,,,,,,,,,,,,
https://vnexpress.net/hau-truong-trang-diem-tat-bat-cua-my-nhan-tham-do-2940691.html,Hậu trường trang điểm tất bật của mỹ nhân thảm đỏ,"Vài phút trước khi xuất hiện trên thảm đỏ, Lea Michele, Heidi Klum, Gwyneth Paltrow... vẫn tranh thủ kẻ môi, đánh mắt để có nhan sắc hoàn hảo nhất.",Giải trí,"Thứ năm, 16/1/2014, 15:11 (GMT+7)",sao,sao hollywood,trang điểm,làm đẹp,,,,,,,,,,,,
https://vnexpress.net/tuyet-lan-se-mua-lua-tai-elite-model-look-1916057.html,Tuyết Lan sẽ múa lụa tại Elite Model Look,"Á quân Vietnam's Next Top Model 2010 được chọn tham gia cuộc thi người mẫu thế giới tại Trung Quốc từ ngày 24/11 đến 6/12. Cô chọn tiết mục múa đòi hỏi sự dẻo dai, uyển chuyển cho phần biểu diễn tài năng.",Giải trí,"Thứ tư, 23/11/2011, 09:28 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/ve-dep-co-dien-len-ngoi-tren-cac-tham-do-qua-cau-vang-2939258.html,Vẻ đẹp cổ điển lên ngôi trên các thảm đỏ Quả Cầu Vàng,"Cách trang điểm và uốn tóc lộng lẫy, mang nét cổ điển, quyến rũ vẫn được nhiều người đẹp ưa chuộng năm này sang năm khác.",Giải trí,"Thứ ba, 14/1/2014, 04:00 (GMT+7)",sao đẹp,sao hollywood,golden globe awards,làm đẹp,trang điểm,,,,,,,,,,,
https://vnexpress.net/hoang-thuy-suyt-ngat-khi-chup-anh-tren-cao-15-m-1916631-p3.html,"Giám khảo, thí sinh lưu luyến chia tay Phương Anh",,Giải trí,"Thứ hai, 26/12/2011, 09:28 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/angela-phuong-trinh-ma-mi-trong-biet-chet-lien-2658913.html,Angela Phương Trinh ma mị trong 'Biết chết liền',"'Bà mẹ nhí' thể hiện khả năng diễn xuất những cảnh rùng rợn, huyền bí trong bộ phim kinh dị hài 3D mới của đạo diễn Lê Bảo Trung có cái tên khá kỳ quặc.",Giải trí,"Thứ sáu, 19/4/2013, 06:10 (GMT+7)",lê bảo trung,phim việt 2013,biết chết liền,,,,,,,,,,,,,
https://vnexpress.net/tuyet-lan-gianh-giai-asian-model-search-1912947.html,Tuyết Lan giành giải Asian Model Search,"Á quân của Vietnam’s Next Top Model vượt qua nhiều thí sinh, đăng quang cuộc thi 'Tìm kiếm người mẫu châu Á' tại Singapore cuối tuần qua.",Giải trí,"Thứ ba, 10/5/2011, 11:28 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/vo-chong-lam-truong-ung-ho-dem-nhac-thanh-thao-3122635.html,Vợ chồng Lam Trường ủng hộ đêm nhạc Thanh Thảo,"""Anh Hai"" dẫn vợ mới cưới đi xem buổi biểu diễn tại TP HCM của nữ đồng nghiệp thân thiết.",Giải trí,"Thứ sáu, 19/12/2014, 08:03 (GMT+7)",lam trường,yến phương,mới cưới,đêm nhạc,,,,,,,,,,,,
https://vnexpress.net/12-phong-cach-lam-dep-noi-bat-nhat-2013-2925556.html,12 phong cách làm đẹp nổi bật nhất 2013,"Lông mày kẻ đậm, tóc mái bằng, son lỳ... phủ sóng mạnh mẽ từ sàn catwalk cho đến thảm đỏ ở khắp nơi trên thế giới.",Giải trí,"Thứ sáu, 20/12/2013, 03:00 (GMT+7)",phong cách làm đẹp,phong cách làm đẹp nổi bật nhất 2013,tóc mái bằng,tóc chẻ ngôi,xanh lục bảo,,,,,,,,,,,
https://vnexpress.net/nhung-phong-cach-lam-dep-an-tuong-tren-tham-do-2013-2927334.html,Những phong cách làm đẹp ấn tượng trên thảm đỏ 2013,"Môi hồng san hô của Jessica Alba, tóc pixie của Anne Hathaway, tóc vấn cao của Nicole Kidman... là những hình ảnh ấn tượng trên thảm đỏ năm qua.",Giải trí,"Thứ hai, 23/12/2013, 19:00 (GMT+7)",jessica alba,anne hathaway,nicole kidman,trang điểm đẹp,,,,,,,,,,,,
https://vnexpress.net/quang-dung-day-tam-trang-khi-hat-ve-noi-co-don-3033749.html,Quang Dũng đầy tâm trạng khi hát về nỗi cô đơn,"Với giọng hát chứa nhiều nỗi u hoài, nam ca sĩ thể hiện nhạc phẩm ""Đời có bao nhiêu ngày vui"" như tâm sự với người nghe về tình yêu, cuộc đời và cả cái chết.",Giải trí,"Thứ tư, 20/8/2014, 16:16 (GMT+7)",quang dũng,,,,,,,,,,,,,,,
https://vnexpress.net/ba-diva-nhac-viet-hat-tuong-nho-trinh-cong-son-3545813.html,Ba diva nhạc Việt hát tưởng nhớ Trịnh Công Sơn,"Mỹ Linh, Hồng Nhung và Hà Trần sẽ đứng chung sân khấu trong chương trình ""Ru em"" vào tháng ba.",Giải trí,"Thứ năm, 23/2/2017, 16:50 (GMT+7)",mỹ linh,hà trần,hồng nhung,trịnh công sơn,nhạc trịnh,diva nhạc việt,tấn minh,ru em,liveshow ru em,,,,,,,
https://vnexpress.net/khanh-ha-moi-quang-dung-hat-chung-dem-nhac-2893983.html,Khánh Hà mời Quang Dũng hát chung đêm nhạc,Nữ ca sĩ hải ngoại cùng đàn em tổ chức đêm nhạc chung trước khi cô trở về Mỹ.,Giải trí,"Thứ bảy, 12/10/2013, 08:57 (GMT+7)",quang dũng,khánh hà,song ca,,,,,,,,,,,,,
https://vnexpress.net/quoc-thien-dat-giai-vietnam-idol-2008-1901735.html,Quốc Thiên đạt giải 'Vietnam Idol 2008',"Giọng hát đẹp của chàng sinh viên nhạc viện đã thu hút nhiều khán giả yêu mến bầu chọn cho mình. Vượt qua người bạn đồng hành Thanh Duy, Quốc Thiên giành giải thưởng ""Thần tượng âm nhạc Việt Nam"" lần 2 vào tối 14/1 tại Nhà hát Hòa Bình (TP HCM).",Giải trí,"Thứ năm, 15/1/2009, 08:33 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/uyen-linh-tro-thanh-vietnam-idol-1911152.html,Uyên Linh trở thành Vietnam Idol,"Cô sinh viên Ngoại giao giành danh hiệu Thần tượng âm nhạc 2010 tối 25/12, tại Sân khấu ca nhạc Lan Anh, TP HCM. Ngay sau khi công bố kết quả, Uyên Linh ôm hôn Mai Hương và cảm ơn Đăng Khoa - người đã nhường suất đi tiếp cho cô ở Gala 6.",Giải trí,"Chủ nhật, 26/12/2010, 02:04 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/trung-khanh-thi-lai-hoa-hau-vi-nguoi-doat-giai-qua-xau-1920380-p2.html,Nhan sắc Hoa hậu Trùng Khánh bị chê xấu," 
",Giải trí,"Thứ ba, 31/7/2012, 09:28 (GMT+7)",hoa hậu xấu,hoa hậu trùng khánh,,,,,,,,,,,,,,
https://vnexpress.net/siu-black-thoi-lam-giam-khao-vietnam-idol-1919199.html,Siu Black thôi làm giám khảo Vietnam Idol,"'Họa mi núi rừng' cho biết, chị sẽ không ngồi ghế nóng cuộc thi Thần tượng Âm nhạc Việt Nam 2012. Cộng đồng mạng xôn xao, thay thế vị trí của Siu Black là Mỹ Tâm.",Giải trí,"Thứ hai, 28/5/2012, 15:49 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/lam-truong-hat-tang-vo-trong-tiec-cuoi-3113703.html,Lam Trường hát tặng vợ trong tiệc cưới,"Nam ca sĩ đã chuẩn bị cho tiết mục ""Tình là nhớ"" trong vòng một tuần để mang đến sự bất ngờ cho người vợ trẻ.",Giải trí,"Thứ sáu, 28/11/2014, 22:23 (GMT+7)",lam trường,yến phương,,,,,,,,,,,,,,
https://vnexpress.net/lam-truong-cuoi-vo-xong-toi-thay-minh-may-man-hon-3121427.html,"Lam Trường: 'Cưới vợ xong, tôi thấy mình may mắn hơn'","Nam ca sĩ cho biết, anh và Yến Phương rất tâm đầu ý hợp nên hầu như hai người không có khoảng cách về tuổi tác.",Giải trí,"Thứ tư, 17/12/2014, 08:15 (GMT+7)",lam trường,yến phương,lam trường kết hôn lần hai,,,,,,,,,,,,,
https://vnexpress.net/phuong-vy-len-ngoi-vietnam-idol-2007-1894392.html,Phương Vy lên ngôi Vietnam Idol 2007,"Chiếm trên 53% trong hơn 720 nghìn tin nhắn bình chọn sau trận chung kết, thí sinh Phương Vy đã vượt qua Ngọc Ánh để giành ngôi vị ""Thần tượng âm nhạc Việt Nam 2007"". Đêm công bố giải thưởng diễn ra tối 3/10 tại nhà hát Hòa Bình, TP HCM.",Giải trí,"Thứ năm, 4/10/2007, 09:09 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/nhieu-hoa-hau-o-trung-quoc-bi-che-xau-1920157.html,Nhiều hoa hậu ở Trung Quốc bị chê xấu,"Người đẹp Trùng Khánh có nhan sắc quá bình thường, Miss Bikini Sơn Đông gây thất vọng vì nhỏ bé, đen sạm, còn nữ hoàng sắc đẹp Hải Nam bị so sánh với người chuyển giới.
",Giải trí,"Thứ năm, 19/7/2012, 11:31 (GMT+7)",hoa hậu trung quốc,hoa hậu trùng khánh,,,,,,,,,,,,,,
https://vnexpress.net/nhung-ngoi-sao-co-phong-cach-trang-diem-dep-nhat-2013-2924309.html,Những ngôi sao có phong cách trang điểm đẹp nhất 2013,"Lily Collins, Emma Watson, Kristen Stewart, Miranda Kerr... đẹp hút hồn nhờ kỹ thuật trang điểm chuyên nghiệp.",Giải trí,"Thứ ba, 17/12/2013, 05:00 (GMT+7)",trang điểm đẹp,sao trang điểm đẹp 2013,,,,,,,,,,,,,,
https://vnexpress.net/minh-quan-le-khanh-tu-nguyen-rut-khoi-cap-doi-hoan-hao-1915566-p2.html,Các màn trình diễn ấn tượng trong đêm nhạc quốc tế,,Giải trí,"Thứ hai, 24/10/2011, 09:04 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/nhung-vu-dieu-nhay-nhot-trong-bst-balenciaga-2215883-p2.html,Những thiết kế khác trong Bộ sưu tập,"
",Giải trí,"Thứ hai, 8/10/2012, 15:48 (GMT+7)",thời trang xuân hè,balenciaga,,,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-cuoi-hon-nhien-khi-tap-hat-cung-tuan-ngoc-2862887.html,Khánh Hà cười hồn nhiên khi tập hát cùng Tuấn Ngọc,Hai anh em ca sĩ nổi tiếng đổi bài hit của nhau để tạo sự bất ngờ và thú vị cho khán giả TP HCM trong lần hát chung này.,Giải trí,"Thứ bảy, 10/8/2013, 08:06 (GMT+7)",khánh hà,tuấn ngọc,,,,,,,,,,,,,,
https://vnexpress.net/bang-kieu-my-linh-so-chong-nen-dung-xa-toi-khi-hat-3541470.html,Bằng Kiều: 'Mỹ Linh sợ chồng nên đứng xa tôi khi hát',Bằng Kiều trêu người cũ khi cả hai thể hiện bài hát gắn liền với họ trước đây.,Giải trí,"Thứ tư, 15/2/2017, 09:56 (GMT+7)",bằng kiều,mỹ linh,cảm ơn tình yêu,show cảm ơn tình yêu,mỹ tâm,văn mai hương,,,,,,,,,,
https://vnexpress.net/bang-kieu-nhac-lai-chuyen-tinh-cu-voi-my-linh-3541457.html,Bằng Kiều nhắc lại chuyện tình cũ với Mỹ Linh,"Nam ca sĩ nhắc lại thời điểm hai người yêu nhau cách đây 20 năm sau khi song ca ngẫu hứng ""Trái tim không ngủ yên"".",Giải trí,"Thứ tư, 15/2/2017, 08:13 (GMT+7)",bằng kiều,mỹ linh,cảm ơn tình yêu,show cảm ơn tình yêu,mỹ tâm,văn mai hương,,,,,,,,,,
https://vnexpress.net/angela-phuong-trinh-hoa-rocker-thap-nien-1980-1920001.html,Angela Phương Trinh hóa rocker thập niên 1980,"Nữ diễn viên 'Bà mẹ nhí' diện trang phục sọc trắng đen gợi cảm, mang hơi hướng thời trang những năm 1980, khi đi xem ra mắt bộ phim 'Rock of Ages' của Tom Cruise tại TP HCM tối 10/7. ",Giải trí,"Thứ tư, 11/7/2012, 12:22 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/nam-2013-day-ap-tai-tieng-cua-lang-giai-tri-viet-2925697.html,Năm 2013 đầy ắp tai tiếng của làng giải trí Việt,"Showbiz Việt vừa qua một năm nhiều ồn ào xoay quanh chuyện nợ nần của các nghệ sĩ, bê bối tại các cuộc thi hoa hậu và sự cố ăn mặc phản cảm của giới sao...",Giải trí,"Thứ năm, 26/12/2013, 06:00 (GMT+7)",đàm vĩnh hưng,siu black,trần thị quỳnh,,,,,,,,,,,,,
https://vnexpress.net/xu-huong-chuot-mi-noi-bat-nhu-bup-be-barbie-2901821.html,Xu hướng chuốt mi nổi bật như búp bê Barbie,Phong cách trang điểm mắt nhấn vào lông mi được nhiều biểu tượng thời trang đặc biệt ưa chuộng.,Giải trí,"Thứ hai, 28/10/2013, 14:43 (GMT+7)",chuốt mi,xu hướng,phạm băng băng,emma watson,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-mac-ao-dai-hat-tinh-tu-ben-quang-dung-1918623.html,Khánh Hà mặc áo dài hát tình tứ bên Quang Dũng,"Mặc áo dài xanh lấp lánh, ca sĩ hải ngoại biểu diễn với phong thái nhẹ nhàng tại đêm chung kết xếp hạng Tiếng hát mãi xanh. Vừa từ Mỹ về nước ngày 19/4, có vẻ thấm mệt, chị vẫn ăn ý với Quang Dũng khi song ca.",Giải trí,"Thứ bảy, 21/4/2012, 10:20 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/meo-trang-diem-cho-doi-mat-mi-lot-2911690.html,Mẹo trang điểm cho đôi mắt mí lót,"Với những đôi mắt có nhiều mí nhỏ lẫn vào nhau, bạn nên dùng phấn mắt màu sáng và tận dụng sức mạnh của mascara hay mi giả.",Giải trí,"Thứ hai, 18/11/2013, 16:00 (GMT+7)",mắt mí lót,trang điểm mắt mí lót,hà mjn,,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-kho-phieu-khi-hat-cung-chong-2657912.html,Khánh Hà khó 'phiêu' khi hát cùng chồng ,"Danh ca hải ngoại cho rằng chỉ khi đứng một mình trên sân khấu, cô mới có thể nhập tâm hoàn toàn và cảm xúc của bài hát.",Giải trí,"Thứ tư, 17/4/2013, 06:15 (GMT+7)",tuấn ngọc,khánh hà,tô chấn phong,danh ca hải ngoại,,,,,,,,,,,,
https://vnexpress.net/nhung-sao-viet-thich-trang-diem-dam-2903216.html,Những sao Việt thích trang điểm đậm,"Mai Phương Thúy, Hoàng Thùy Linh, Đinh Ngọc Diệp... có khuôn mặt đẹp nhưng vẫn thường xuyên tô son dặm phấn quá tay.",Giải trí,"Thứ ba, 5/11/2013, 00:02 (GMT+7)",sao việt,trang điểm,mai phương thúy,trang điểm đậm,trang điểm xấu,,,,,,,,,,,
https://vnexpress.net/tuan-ngoc-lam-dem-nhac-chung-voi-2-em-gai-2410356.html,Tuấn Ngọc làm đêm nhạc chung với 2 em gái,"Lần đầu trên sân khấu TP HCM, Tuấn Ngọc cùng Khánh Hà, Lưu Bích hội ngộ trên sân khấu. Đích thân nam danh ca biên tập chương trình.
",Giải trí,"Thứ ba, 8/1/2013, 09:22 (GMT+7)",lưu bích,khánh hà,tuấn ngọc,,,,,,,,,,,,,
https://vnexpress.net/ngoc-quyen-angela-phuong-trinh-khoe-bo-vai-goi-cam-1918339.html,"Ngọc Quyên, Angela Phương Trinh khoe bờ vai gợi cảm",Người đẹp 'Lệ phí tình yêu' và nữ diễn viên 'Bà mẹ nhí' diện váy bắt mắt khoe vai trần nuột nà trong buổi ra mắt bom tấn 'Wrath of The Titans' tối 5/4 tại TP HCM.,Giải trí,"Thứ sáu, 6/4/2012, 14:45 (GMT+7)",ngọc quyên,wrath of the titans,phim,điện ảnh,sự kiện thảm đỏ,ra mắt phim,,,,,,,,,,
https://vnexpress.net/tuyet-lan-vao-top-15-asian-model-search-1912644.html,Tuyết Lan vào top 15 Asian Model Search,"Á quân Vietnam's Next Top Model có mặt trong danh sách vào vòng trong của cuộc thi. Từ Singapore, Tuyết Lan chia sẻ, cô rất tự tin khi đứng chung sàn diễn với nhiều bạn bè trong khu vực châu Á.",Giải trí,"Thứ hai, 18/4/2011, 14:24 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/quoc-thien-dat-giai-vietnam-idol-2008-1901735-p2.html,Đêm trao giải 'Vietnam Idol 2008',,Giải trí,"Thứ năm, 15/1/2009, 08:33 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/tuyet-lan-gianh-giai-asian-model-search-1912947-p2.html,Tuyết Lan tự tin trong cuộc thi,,Giải trí,"Thứ ba, 10/5/2011, 11:28 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/tuyet-lan-gianh-giai-asian-model-search-1912947-p3.html,Tuyết Lan đăng quang 'Asian model search',,Giải trí,"Thứ ba, 10/5/2011, 11:28 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/uyen-linh-tung-uong-say-vi-that-tinh-ngay-valentine-3537598.html,Uyên Linh từng uống say vì thất tình ngày Valentine,"Quán quân Vietnam Idol đã có lần nhậu thâu đêm với hội bạn gái thân khi sự nghiệp, tình yêu không như mong muốn.",Giải trí,"Thứ ba, 7/2/2017, 16:19 (GMT+7)",valentine,uyên linh,văn mai hương,lễ tình nhân,cảm ơn tình yêu,,,,,,,,,,,
https://vnexpress.net/nguoi-mau-dang-quang-hoa-hau-trung-quoc-2012-1919801.html,Người mẫu đăng quang Hoa hậu Trung Quốc 2012,"Đêm chung kết Miss World China 2012 diễn ra tối 30/6 với chiến thắng thuộc về chân dài 1,77 m Vu Văn Hà. Cô sẽ là thí sinh chủ nhà của cuộc thi Hoa hậu Thế giới diễn ra tại Trung Quốc vào tháng 8 tới.
",Giải trí,"Thứ hai, 2/7/2012, 11:46 (GMT+7)",hoa hậu trung quốc 2012,vu văn hà,,,,,,,,,,,,,,
https://vnexpress.net/nhung-ngoi-sao-co-phong-cach-trang-diem-dep-nhat-2013-2924309-p2.html,Những ngôi sao có phong cách trang điểm đẹp nhất 2013 (tiếp),,Giải trí,"Thứ ba, 17/12/2013, 05:00 (GMT+7)",trang điểm đẹp,sao trang điểm đẹp 2013,,,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-lan-luot-trinh-nam-son-2396606.html,Khánh Hà lấn lướt Trịnh Nam Sơn,"Giọng ca của nữ ca sĩ hải ngoại hoàn toàn 'đè bẹp' chủ nhân liveshow 'Con đường màu xanh' trong màn song ca, tối 30/11, tại TP HCM.
",Giải trí,"Thứ bảy, 1/12/2012, 09:42 (GMT+7)",mỹ linh,hồng nhung,khánh hà,trịnh nam sơn,con đường màu xanh,,,,,,,,,,,
https://vnexpress.net/10-khuon-mat-khong-ton-son-phan-cua-sao-viet-2902574.html,10 khuôn mặt 'không tốn son phấn' của sao Việt,"Nhờ sở hữu đường nét và làn da đẹp, Tăng Thanh Hà, Ngọc Trinh, Chi Pu... chỉ cần trang điểm nhẹ nhàng vẫn có thể tươi trẻ, rạng rỡ.",Giải trí,"Thứ ba, 29/10/2013, 17:51 (GMT+7)",sao việt,trang điểm đẹp,ngọc trinh,tăng thanh hà,,,,,,,,,,,,
https://vnexpress.net/sao-trang-diem-dep-nhat-tai-cac-giai-qua-cau-vang-2938152.html,Sao trang điểm đẹp nhất tại các giải Quả Cầu Vàng,"Angelina Jolie, Jennifer Lopez... chọn tông make-up tự nhiên, nền nã khi kết hợp với váy áo cầu kỳ.",Giải trí,"Thứ sáu, 10/1/2014, 17:54 (GMT+7)",the golden globe,lễ trao giải quả cầu vàng,sao hollywood,trang điểm,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-tai-hop-quang-dung-2403512.html,Khánh Hà tái hợp Quang Dũng,"Danh ca hải ngoại sẽ tiếp tục song ca với nam ca sĩ trên sân khấu Sài Gòn trong đêm nhạc có chủ đề 'Bài tình ca cho em'.
",Giải trí,"Thứ ba, 18/12/2012, 09:54 (GMT+7)",quang dũng,khánh hà,trịnh nam sơn,,,,,,,,,,,,,
https://vnexpress.net/xu-huong-chuot-mi-noi-bat-nhu-bup-be-barbie-2901821-p2.html,"Cách chuốt mi đông cứng, nổi bật như búp bê Barbie",,Giải trí,"Thứ hai, 28/10/2013, 14:43 (GMT+7)",chuốt mi,xu hướng,phạm băng băng,emma watson,,,,,,,,,,,,
https://vnexpress.net/tuan-ngoc-bi-bon-giong-ca-nu-lan-at-1919810.html,Tuấn Ngọc bị bốn giọng ca nữ lấn át,"Là nam ca sĩ duy nhất trong đêm nhạc ‘Mỗi ngày tôi chọn một niềm vui’, giọng ca hải ngoại không tạo được sự nổi bật mà còn bị Mỹ Linh, Uyên Linh, Phương Linh và Nguyên Thảo làm lu mờ trong màn hợp ca.",Giải trí,"Chủ nhật, 1/7/2012, 09:30 (GMT+7)",tuấn ngọc,,,,,,,,,,,,,,,
https://vnexpress.net/trang-diem-tu-nhien-voi-son-moi-tham-2895685.html,Trang điểm tự nhiên với son môi thâm,"Nếu muốn ""chơi"" màu môi hạt dẻ mà trông vẫn tự nhiên, bạn hoàn toàn có thể học cách make-up sau.",Giải trí,"Thứ tư, 16/10/2013, 19:00 (GMT+7)",trang điểm tự nhiên,son môi thâm,,,,,,,,,,,,,,
https://vnexpress.net/pho-duc-phuong-huong-dan-bang-kieu-thu-phuong-hat-3520499.html,"Phó Đức Phương hướng dẫn Bằng Kiều, Thu Phương hát",Các nghệ sĩ chuẩn bị cho liveshow riêng của nhạc sĩ Phó Đức Phương tại thủ đô vào 29/12.,Giải trí,"Thứ tư, 28/12/2016, 16:56 (GMT+7)",phó đức phương,thu phương,tấn minh,bằng kiều,,,,,,,,,,,,
https://vnexpress.net/khanh-ha-tap-hat-cung-trinh-nam-son-2395603.html,Khánh Hà tập hát cùng Trịnh Nam Sơn,"Nhạc sĩ lãng tử cùng danh ca hải ngoại dốc sức chuẩn bị cho liveshow 'Con đường màu xanh' sắp diễn ra ở TP HCM.
",Giải trí,"Thứ năm, 29/11/2012, 09:29 (GMT+7)",trịnh nam sơn,con đường màu xanh,,,,,,,,,,,,,,
https://vnexpress.net/my-nhu-dinh-manh-ninh-duoc-vot-thi-tiep-smdh-1910499.html,"Mỹ Như, Đinh Mạnh Ninh được 'vớt' thi tiếp SMĐH","Kết quả đêm liveshow cuối tại Phú Yên làm giám khảo lẫn khán giả bất ngờ. Hai giọng ca được đánh giá cao từ các vòng thi trước rơi vào 'vị trí nguy hiểm', phải nhờ đến vé vớt của giám khảo mới được thi tiếp.",Giải trí,"Thứ hai, 15/11/2010, 10:05 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/thai-thanh-hiep-doat-giai-cao-nhat-tieng-hat-mai-xanh-1918629.html,Thái Thanh Hiệp đoạt giải cao nhất Tiếng hát mãi xanh,"Khi mặc áo bà ba hát ngọt ngào ca khúc 'Mình ơi', lúc hài hòa với Quang Dũng trong nhạc phẩm 'Anh sẽ đến', chàng trai 36 tuổi chiếm số phiếu bình chọn cao nhất từ khán giả, trở thành người chiến thắng cuộc thi ca hát.",Giải trí,"Thứ bảy, 21/4/2012, 09:15 (GMT+7)",,,,,,,,,,,,,,,,
